,Date,Open,High,Low,Close,Volume,Change,BPS,PER,PBR,EPS,DIV,DPS,금리,환율
0,2022-01-27,597000,598000,450000,505000,15946992,,34398,0.0,14.68,0,0.0,0,1.25,1200.6300048828125
1,2022-01-28,476000,483000,445000,450000,4559773,-0.1089108910891089,34398,0.0,13.08,0,0.0,0,1.25,1203.4599609375
2,2022-02-03,458000,495500,441000,477000,2918435,0.06000000000000005,34398,0.0,13.87,0,0.0,0,1.25,1199.9599609375
3,2022-02-04,476500,505000,476000,504000,2088996,0.05660377358490565,34398,0.0,14.65,0,0.0,0,1.25,1200.3299560546875
4,2022-02-07,520000,548000,511000,548000,1911176,0.08730158730158721,34398,0.0,15.93,0,0.0,0,1.25,1197.0899658203125
5,2022-02-08,554000,577000,524000,542000,2583335,-0.010948905109489093,34398,0.0,15.76,0,0.0,0,1.25,1196.8499755859375
6,2022-02-09,550000,557000,505000,511000,2070704,-0.05719557195571956,34398,0.0,14.86,0,0.0,0,1.25,1196.3599853515625
7,2022-02-10,507000,507000,471500,474500,2306815,-0.0714285714285714,34398,0.0,13.79,0,0.0,0,1.25,1194.030029296875
8,2022-02-11,463500,484000,457000,482000,1411055,0.015806111696522684,34398,0.0,14.01,0,0.0,0,1.25,1199.3499755859375
9,2022-02-14,473000,482000,459500,463000,3285402,-0.03941908713692943,34398,0.0,13.46,0,0.0,0,1.25,1199.239990234375
10,2022-02-15,460000,468000,450000,451500,825406,-0.024838012958963263,34398,0.0,13.13,0,0.0,0,1.25,1197.3599853515625
11,2022-02-16,464000,465000,449500,455500,961669,0.008859357696566983,34398,0.0,13.24,0,0.0,0,1.25,1196.8299560546875
12,2022-02-17,454500,460000,447000,454500,711183,-0.002195389681668547,34398,0.0,13.21,0,0.0,0,1.25,1196.75
13,2022-02-18,448500,454500,448000,454500,418728,0.0,34398,0.0,13.21,0,0.0,0,1.25,1198.6600341796875
14,2022-02-21,450000,453000,447500,453000,327509,-0.0033003300330033403,34398,0.0,13.17,0,0.0,0,1.25,1195.0699462890625
15,2022-02-22,444500,448000,440000,440000,557179,-0.028697571743929395,34398,0.0,12.79,0,0.0,0,1.25,1194.6800537109375
16,2022-02-23,443500,446000,438000,442000,381560,0.00454545454545463,34398,0.0,12.85,0,0.0,0,1.25,1192.6800537109375
17,2022-02-24,435000,438000,416000,416500,883314,-0.05769230769230771,34398,0.0,12.11,0,0.0,0,1.25,1192.4000244140625
18,2022-02-25,425000,430000,418500,420000,465140,0.008403361344537785,34398,0.0,12.21,0,0.0,0,1.25,1206.0
19,2022-02-28,404500,422000,404000,412000,970088,-0.01904761904761909,34398,0.0,11.98,0,0.0,0,1.25,1197.5899658203125
20,2022-03-02,411000,434500,408500,434000,895460,0.05339805825242716,34398,0.0,12.62,0,0.0,0,1.25,1205.3699951171875
21,2022-03-03,439500,441000,430000,437000,460544,0.00691244239631339,34398,0.0,12.7,0,0.0,0,1.25,1203.1500244140625
22,2022-03-04,433500,436500,427000,428500,310930,-0.0194508009153318,34398,0.0,12.46,0,0.0,0,1.25,1205.989990234375
23,2022-03-07,420500,421000,412000,414000,370588,-0.03383897316219375,34398,0.0,12.04,0,0.0,0,1.25,1216.7099609375
24,2022-03-08,406000,417000,402500,410500,393413,-0.008454106280193274,34398,0.0,11.93,0,0.0,0,1.25,1232.300048828125
25,2022-03-10,421000,430500,417500,417500,1076446,0.01705237515225333,34398,0.0,12.14,0,0.0,0,1.25,1223.22998046875
26,2022-03-11,411500,412000,390500,391000,1811373,-0.06347305389221558,34398,0.0,11.37,0,0.0,0,1.25,1228.5999755859375
27,2022-03-14,385000,385500,361500,363500,1999479,-0.07033248081841437,34398,0.0,10.57,0,0.0,0,1.25,1236.8900146484375
28,2022-03-15,363000,370000,355000,359500,1064506,-0.011004126547455306,34398,0.0,10.45,0,0.0,0,1.25,1242.050048828125
29,2022-03-16,367000,367500,360000,363500,625328,0.011126564673157091,34398,0.0,10.57,0,0.0,0,1.25,1241.6800537109375
30,2022-03-17,374000,381500,373000,376000,816118,0.0343878954607979,34398,0.0,10.93,0,0.0,0,1.25,1223.0
31,2022-03-18,377500,384000,370500,382000,643915,0.015957446808510634,34398,0.0,11.11,0,0.0,0,1.25,1210.3299560546875
32,2022-03-21,385000,397500,384000,386000,655247,0.010471204188481575,34398,0.0,11.22,0,0.0,0,1.25,1210.3699951171875
33,2022-03-22,388500,399000,388000,397500,413972,0.029792746113989743,34398,0.0,11.56,0,0.0,0,1.25,1219.780029296875
34,2022-03-23,403000,407500,398000,407000,523438,0.023899371069182385,34398,0.0,11.83,0,0.0,0,1.25,1214.949951171875
35,2022-03-24,405000,410000,398000,408000,320746,0.002457002457002533,34398,0.0,11.86,0,0.0,0,1.25,1218.010009765625
36,2022-03-25,418500,444000,417500,439000,1528600,0.0759803921568627,34398,0.0,12.76,0,0.0,0,1.25,1217.550048828125
37,2022-03-28,439000,443000,430000,436500,481311,-0.005694760820045608,34398,0.0,12.69,0,0.0,0,1.25,1224.3800048828125
38,2022-03-29,443000,448500,440500,441000,375894,0.010309278350515427,34398,0.0,12.82,0,0.0,0,1.25,1223.6600341796875
39,2022-03-30,444500,445000,427000,440500,440195,-0.0011337868480725266,34398,0.0,12.81,0,0.0,0,1.25,1209.1300048828125
40,2022-03-31,437000,444000,435000,442000,272318,0.0034052213393871433,34398,0.0,12.85,0,0.0,0,1.25,1210.43994140625
41,2022-04-01,438500,439500,425000,428000,456080,-0.03167420814479638,34398,0.0,12.44,0,0.0,0,1.25,1214.5
42,2022-04-04,422000,440500,417500,438500,362727,0.02453271028037385,34398,0.0,12.75,0,0.0,0,1.25,1218.780029296875
43,2022-04-05,442500,450000,437000,449000,491410,0.02394526795895091,34398,0.0,13.05,0,0.0,0,1.25,1213.9000244140625
44,2022-04-06,436000,448500,436000,444500,415524,-0.010022271714922093,34398,0.0,12.92,0,0.0,0,1.25,1218.75
45,2022-04-07,438000,442000,431000,436500,316409,-0.017997750281214864,34398,0.0,12.69,0,0.0,0,1.25,1217.5999755859375
46,2022-04-08,449000,449000,437500,439500,395489,0.0068728522336769515,34398,0.0,12.78,0,0.0,0,1.25,1222.6600341796875
47,2022-04-11,435000,435500,423500,425000,289205,-0.0329920364050057,34398,0.0,12.36,0,0.0,0,1.25,1228.239990234375
48,2022-04-12,417000,421500,410000,411000,382240,-0.03294117647058825,34398,0.0,11.95,0,0.0,0,1.25,1235.050048828125
49,2022-04-13,414000,431500,404000,431000,386194,0.048661800486617945,34398,0.0,12.53,0,0.0,0,1.25,1228.5999755859375
50,2022-04-14,434000,441000,427500,441000,321259,0.023201856148491906,34398,0.0,12.82,0,0.0,0,1.5,1223.1199951171875
51,2022-04-15,435500,445000,431500,435000,307347,-0.013605442176870763,34398,0.0,12.65,0,0.0,0,1.5,1230.0999755859375
52,2022-04-18,434000,439500,432500,433000,115652,-0.0045977011494252595,34398,0.0,12.59,0,0.0,0,1.5,1228.0899658203125
53,2022-04-19,438000,441500,434000,435500,124432,0.005773672055427337,34398,0.0,12.66,0,0.0,0,1.5,1235.3499755859375
54,2022-04-20,437500,438000,432000,436500,202657,0.0022962112514350874,34398,0.0,12.69,0,0.0,0,1.5,1239.5999755859375
55,2022-04-21,437500,440000,434500,437000,234128,0.001145475372279492,34398,0.0,12.7,0,0.0,0,1.5,1234.0899658203125
56,2022-04-22,434000,437500,428500,436500,266806,-0.0011441647597254523,34398,0.0,12.69,0,0.0,0,1.5,1242.489990234375
57,2022-04-25,430000,436000,428500,433000,254452,-0.008018327605956443,34398,0.0,12.59,0,0.0,0,1.5,1243.1600341796875
58,2022-04-26,432000,432000,414500,423500,520529,-0.021939953810623525,34398,0.0,12.31,0,0.0,0,1.5,1249.2099609375
59,2022-04-27,399500,427000,397000,418000,1478354,-0.012987012987012991,34398,0.0,12.15,0,0.0,0,1.5,1260.7099609375
60,2022-04-28,420500,421000,412500,417500,358325,-0.0011961722488038617,34398,0.0,12.14,0,0.0,0,1.5,1266.280029296875
61,2022-04-29,418000,426000,414000,417000,332582,-0.0011976047904191933,34398,0.0,12.12,0,0.0,0,1.5,1272.2900390625
62,2022-05-02,412500,414500,407000,408500,365546,-0.020383693045563533,39831,103.08,10.26,3963,0.0,0,1.5,1262.530029296875
63,2022-05-03,409500,415000,406500,407500,254850,-0.002447980416156681,39831,102.83,10.23,3963,0.0,0,1.5,1266.75
64,2022-05-04,409500,410500,399500,401500,364195,-0.014723926380368124,39831,101.31,10.08,3963,0.0,0,1.5,1261.06005859375
65,2022-05-06,395000,401500,390000,401500,350875,0.0,39831,101.31,10.08,3963,0.0,0,1.5,1268.699951171875
66,2022-05-09,397000,400000,390000,394000,289113,-0.018679950186799466,39831,99.42,9.89,3963,0.0,0,1.5,1270.1300048828125
67,2022-05-10,387500,398500,382000,393500,407928,-0.0012690355329949554,39831,99.29,9.88,3963,0.0,0,1.5,1274.8599853515625
68,2022-05-11,394000,398000,391500,391500,239355,-0.0050825921219822545,39831,98.79,9.83,3963,0.0,0,1.5,1276.550048828125
69,2022-05-12,390000,395500,386000,388000,251570,-0.008939974457215838,39831,97.91,9.74,3963,0.0,0,1.5,1278.1500244140625
70,2022-05-13,390500,401500,390500,400500,228636,0.03221649484536093,39831,101.06,10.05,3963,0.0,0,1.5,1290.75
71,2022-05-16,407000,407500,397000,400500,200731,0.0,39831,101.06,10.05,3963,0.0,0,1.5,1277.5699462890625
72,2022-05-17,400500,411000,399000,408500,230327,0.019975031210986316,39831,103.08,10.26,3963,0.0,0,1.5,1279.8499755859375
73,2022-05-18,410000,413000,407500,410000,233063,0.003671970624234966,39831,103.46,10.29,3963,0.0,0,1.5,1266.6600341796875
74,2022-05-19,398500,417000,398500,415500,320709,0.013414634146341475,39831,104.84,10.43,3963,0.0,0,1.5,1275.5799560546875
75,2022-05-20,421000,439000,418000,434000,881979,0.044524669073405576,39831,109.51,10.9,3963,0.0,0,1.5,1263.550048828125
76,2022-05-23,438500,444000,432500,438000,361437,0.009216589861751112,39831,110.52,11.0,3963,0.0,0,1.5,1273.2099609375
77,2022-05-24,438500,444000,436500,438500,350284,0.0011415525114155667,39831,110.65,11.01,3963,0.0,0,1.5,1258.8199462890625
78,2022-05-25,439000,439000,422000,426500,365195,-0.027366020524515422,39831,107.62,10.71,3963,0.0,0,1.5,1260.989990234375
79,2022-05-26,426500,432500,424500,430500,162583,0.009378663540445586,39831,108.63,10.81,3963,0.0,0,1.75,1266.5999755859375
80,2022-05-27,434500,437000,427500,430500,214801,0.0,39831,108.63,10.81,3963,0.0,0,1.75,1258.8900146484375
81,2022-05-30,434500,440000,432000,439500,229834,0.020905923344947785,39831,110.9,11.03,3963,0.0,0,1.75,1251.5899658203125
82,2022-05-31,441500,444000,436000,444000,345830,0.010238907849829282,39831,112.04,11.15,3963,0.0,0,1.75,1236.1700439453125
83,2022-06-02,440500,442000,438000,440500,153596,-0.007882882882882858,39831,111.15,11.06,3963,0.0,0,1.75,1246.949951171875
84,2022-06-03,443500,444000,437500,437500,154981,-0.006810442678774176,39831,110.4,10.98,3963,0.0,0,1.75,1240.8399658203125
85,2022-06-07,436500,439500,432000,432000,180249,-0.012571428571428567,39831,109.01,10.85,3963,0.0,0,1.75,1254.47998046875
86,2022-06-08,432500,434500,422500,425500,215828,-0.01504629629629628,39831,107.37,10.68,3963,0.0,0,1.75,1254.5799560546875
87,2022-06-09,426000,426000,419000,422500,208712,-0.007050528789659172,39831,106.61,10.61,3963,0.0,0,1.75,1256.739990234375
88,2022-06-10,418000,426000,412500,425000,285077,0.00591715976331364,39831,107.24,10.67,3963,0.0,0,1.75,1264.02001953125
89,2022-06-13,414000,420500,413500,415000,267003,-0.02352941176470591,39831,104.72,10.42,3963,0.0,0,1.75,1278.280029296875
90,2022-06-14,411000,432500,410500,426500,417106,0.027710843373494054,39831,107.62,10.71,3963,0.0,0,1.75,1291.800048828125
91,2022-06-15,426000,427500,417000,420000,275832,-0.015240328253223967,39831,105.98,10.54,3963,0.0,0,1.75,1289.47998046875
92,2022-06-16,424500,439500,424500,427000,365836,0.016666666666666607,39831,107.75,10.72,3963,0.0,0,1.75,1278.1600341796875
93,2022-06-17,419500,430000,417000,425500,1211937,-0.003512880562060894,39831,107.37,10.68,3963,0.0,0,1.75,1288.1800537109375
94,2022-06-20,426500,427000,408500,411500,285056,-0.03290246768507643,39831,103.84,10.33,3963,0.0,0,1.75,1290.5
95,2022-06-21,414500,416500,406000,413000,204026,0.0036452004860267895,39831,104.21,10.37,3963,0.0,0,1.75,1292.3800048828125
96,2022-06-22,415000,416500,401000,401000,210875,-0.029055690072639195,39831,101.19,10.07,3963,0.0,0,1.75,1291.5999755859375
97,2022-06-23,401000,404500,391000,400000,298719,-0.0024937655860348684,39831,100.93,10.04,3963,0.0,0,1.75,1297.6800537109375
98,2022-06-24,399000,405000,398000,405000,235758,0.012499999999999956,39831,102.2,10.17,3963,0.0,0,1.75,1299.81005859375
99,2022-06-27,408500,414500,403500,412000,206869,0.01728395061728394,39831,103.96,10.34,3963,0.0,0,1.75,1288.2900390625
100,2022-06-28,412000,415000,406500,410500,129697,-0.00364077669902918,39831,103.58,10.31,3963,0.0,0,1.75,1286.199951171875
101,2022-06-29,402000,403500,391500,391500,327192,-0.04628501827040199,39831,98.79,9.83,3963,0.0,0,1.75,1292.030029296875
102,2022-06-30,388500,389000,370500,371000,459845,-0.05236270753512129,39831,93.62,9.31,3963,0.0,0,1.75,1301.72998046875
103,2022-07-01,371000,371500,356000,356500,434833,-0.03908355795148244,39831,89.96,8.95,3963,0.0,0,1.75,1287.7099609375
104,2022-07-04,356500,361000,352000,356000,161015,-0.0014025245441795509,39831,89.83,8.94,3963,0.0,0,1.75,1297.8900146484375
105,2022-07-05,356500,362500,356000,361500,219192,0.015449438202247201,39831,91.22,9.08,3963,0.0,0,1.75,1295.6800537109375
106,2022-07-06,367500,374500,364000,370500,393886,0.024896265560165887,39831,93.49,9.3,3963,0.0,0,1.75,1308.6600341796875
107,2022-07-07,374500,375000,367500,373500,223247,0.00809716599190291,39831,94.25,9.38,3963,0.0,0,1.75,1304.8499755859375
108,2022-07-08,375000,392500,375000,388000,397140,0.038821954484605126,39831,97.91,9.74,3963,0.0,0,1.75,1297.6500244140625
109,2022-07-11,389000,402000,380500,395000,345052,0.018041237113401998,39831,99.67,9.92,3963,0.0,0,1.75,1293.7900390625
110,2022-07-12,393000,403000,387500,401000,324262,0.0151898734177216,39831,101.19,10.07,3963,0.0,0,1.75,1310.8599853515625
111,2022-07-13,398500,404000,392000,400000,223258,-0.0024937655860348684,39831,100.93,10.04,3963,0.0,0,2.25,1305.8299560546875
112,2022-07-14,400000,404000,399000,399500,197883,-0.0012499999999999734,39831,100.81,10.03,3963,0.0,0,2.25,1304.8499755859375
113,2022-07-15,401500,402000,394000,400000,146816,0.0012515644555695093,39831,100.93,10.04,3963,0.0,0,2.25,1316.1800537109375
114,2022-07-18,400000,400500,387000,393000,233929,-0.01749999999999996,39831,99.17,9.87,3963,0.0,0,2.25,1318.1199951171875
115,2022-07-19,391500,393500,382500,383000,205688,-0.025445292620865145,39831,96.64,9.62,3963,0.0,0,2.25,1318.9100341796875
116,2022-07-20,387000,389500,383500,384000,181936,0.0026109660574411553,39831,96.9,9.64,3963,0.0,0,2.25,1305.5
117,2022-07-21,385000,390500,384500,390500,185937,0.01692708333333326,39831,98.54,9.8,3963,0.0,0,2.25,1312.8699951171875
118,2022-07-22,391500,392500,382000,382000,300672,-0.0217669654289373,39831,96.39,9.59,3963,0.0,0,2.25,1306.8499755859375
119,2022-07-25,376000,393500,371000,391000,653865,0.023560209424083878,39831,98.66,9.82,3963,0.0,0,2.25,1309.3199462890625
120,2022-07-26,388000,409500,386500,394000,691524,0.007672634271099765,39831,99.42,9.89,3963,0.0,0,2.25,1310.4000244140625
121,2022-07-27,383000,397000,382500,393500,2624439,-0.0012690355329949554,39831,99.29,9.88,3963,0.0,0,2.25,1310.9000244140625
122,2022-07-28,396000,419000,393500,415500,1654973,0.055908513341804245,39831,104.84,10.43,3963,0.0,0,2.25,1305.949951171875
123,2022-07-29,416000,423000,411000,422000,721315,0.01564380264741283,39831,106.48,10.59,3963,0.0,0,2.25,1295.1500244140625
124,2022-08-01,420000,428000,416500,419500,370740,-0.005924170616113722,39831,105.85,10.53,3963,0.0,0,2.25,1302.280029296875
125,2022-08-02,420000,424000,413000,417000,282849,-0.005959475566150174,39831,105.22,10.47,3963,0.0,0,2.25,1306.75
126,2022-08-03,416000,437000,415500,437000,733137,0.04796163069544357,39831,110.27,10.97,3963,0.0,0,2.25,1314.6300048828125
127,2022-08-04,444500,446500,438500,443000,573214,0.013729977116704761,39831,111.78,11.12,3963,0.0,0,2.25,1307.3800048828125
128,2022-08-05,443500,449000,440500,446000,409770,0.006772009029345272,39831,112.54,11.2,3963,0.0,0,2.25,1302.0799560546875
129,2022-08-08,443000,448500,440500,447000,256471,0.0022421524663676085,39831,112.79,11.22,3963,0.0,0,2.25,1302.739990234375
130,2022-08-09,448000,458500,444000,457500,593954,0.02348993288590595,39831,115.44,11.49,3963,0.0,0,2.25,1299.030029296875
131,2022-08-10,455500,459500,452500,458000,280484,0.0010928961748633004,39831,115.57,11.5,3963,0.0,0,2.25,1307.56005859375
132,2022-08-11,462000,474000,461000,472000,641654,0.03056768558951961,39831,119.1,11.85,3963,0.0,0,2.25,1296.699951171875
133,2022-08-12,469000,473000,455500,460500,430857,-0.024364406779661008,39831,116.2,11.56,3963,0.0,0,2.25,1306.8299560546875
134,2022-08-16,464500,469500,458500,460500,327692,0.0,39831,116.2,11.56,3963,0.0,0,2.25,1313.1800537109375
135,2022-08-17,461000,461500,450000,453500,343740,-0.015200868621064068,39831,114.43,11.39,3963,0.0,0,2.25,1311.0
136,2022-08-18,450000,455000,445000,452000,255728,-0.003307607497243681,39831,114.06,11.35,3963,0.0,0,2.25,1314.8299560546875
137,2022-08-19,452500,455000,445500,447000,225884,-0.011061946902654829,39831,112.79,11.22,3963,0.0,0,2.25,1326.9100341796875
138,2022-08-22,441500,447500,438500,442500,207144,-0.010067114093959773,39831,111.66,11.11,3963,0.0,0,2.25,1334.8599853515625
139,2022-08-23,441500,449000,439500,445000,225611,0.005649717514124353,39831,112.29,11.17,3963,0.0,0,2.25,1343.3599853515625
140,2022-08-24,449500,454000,441500,451000,242174,0.01348314606741563,39831,113.8,11.32,3963,0.0,0,2.25,1339.0799560546875
141,2022-08-25,452500,459000,449000,459000,262145,0.017738359201773912,39831,115.82,11.52,3963,0.0,0,2.5,1340.0
142,2022-08-26,461000,467000,460500,465500,316072,0.014161220043573008,39831,117.46,11.69,3963,0.0,0,2.5,1334.43994140625
143,2022-08-29,451000,465000,447500,459500,339935,-0.012889366272824887,39831,115.95,11.54,3963,0.0,0,2.5,1341.1800537109375
144,2022-08-30,470500,478000,463500,465500,422011,0.013057671381936808,39831,117.46,11.69,3963,0.0,0,2.5,1345.72998046875
145,2022-08-31,462500,466000,455000,462500,432953,-0.0064446831364124435,39831,116.7,11.61,3963,0.0,0,2.5,1350.18994140625
146,2022-09-01,455500,469000,455000,463000,289808,0.00108108108108107,39831,116.83,11.62,3963,0.0,0,2.5,1342.260009765625
147,2022-09-02,467500,487000,466500,482000,731539,0.0410367170626349,39831,121.63,12.1,3963,0.0,0,2.5,1355.0999755859375
148,2022-09-05,481500,492000,480500,483000,323405,0.0020746887966804906,39831,121.88,12.13,3963,0.0,0,2.5,1361.510009765625
149,2022-09-06,483000,486000,475000,483500,205898,0.0010351966873705098,39831,122.0,12.14,3963,0.0,0,2.5,1361.81005859375
150,2022-09-07,481500,490500,481000,488000,276296,0.009307135470527417,39831,123.14,12.25,3963,0.0,0,2.5,1378.1099853515625
151,2022-09-08,492500,494000,486000,486500,327964,-0.0030737704918032405,39831,122.76,12.21,3963,0.0,0,2.5,1374.31005859375
152,2022-09-13,492000,500000,485500,497000,437949,0.021582733812949728,39831,125.41,12.48,3963,0.0,0,2.5,1375.81005859375
153,2022-09-14,487000,500000,486500,498500,412616,0.003018108651911433,39831,125.79,12.52,3963,0.0,0,2.5,1393.469970703125
154,2022-09-15,499500,513000,497500,511000,447162,0.02507522567703102,39831,128.94,12.83,3963,0.0,0,2.5,1391.1800537109375
155,2022-09-16,512000,516000,501000,506000,975540,-0.009784735812133127,39831,127.68,12.7,3963,0.0,0,2.5,1398.6300048828125
156,2022-09-19,507000,507000,475000,477500,524253,-0.05632411067193677,39831,120.49,11.99,3963,0.0,0,2.5,1385.22998046875
157,2022-09-20,484000,491000,475500,483500,321658,0.012565445026178068,39831,122.0,12.14,3963,0.0,0,2.5,1390.1099853515625
158,2022-09-21,481500,487500,476500,479500,251723,-0.008273009307135482,39831,120.99,12.04,3963,0.0,0,2.5,1392.510009765625
159,2022-09-22,475500,492000,473500,488500,270673,0.018769551616266922,39831,123.27,12.26,3963,0.0,0,2.5,1397.56005859375
160,2022-09-23,489000,489500,460000,460500,434212,-0.057318321392016425,39831,116.2,11.56,3963,0.0,0,2.5,1403.6600341796875
161,2022-09-26,453000,458000,440000,446500,446277,-0.030401737242128135,39831,112.67,11.21,3963,0.0,0,2.5,1421.81005859375
162,2022-09-27,447500,451000,435000,444000,365111,-0.005599104143337086,39831,112.04,11.15,3963,0.0,0,2.5,1429.77001953125
163,2022-09-28,444000,451500,427000,433500,434645,-0.023648648648648685,39831,109.39,10.88,3963,0.0,0,2.5,1426.260009765625
164,2022-09-29,440500,448000,436500,440000,315304,0.014994232987312506,39831,111.03,11.05,3963,0.0,0,2.5,1421.949951171875
165,2022-09-30,433000,438500,420000,426500,359392,-0.030681818181818143,39831,107.62,10.71,3963,0.0,0,2.5,1430.1700439453125
166,2022-10-04,429500,446000,415000,444500,385281,0.042203985932004695,39831,112.16,11.16,3963,0.0,0,2.5,1433.3399658203125
167,2022-10-05,455000,470500,448500,469000,500217,0.055118110236220375,39831,118.34,11.77,3963,0.0,0,2.5,1416.530029296875
168,2022-10-06,470000,487000,466500,478000,355060,0.019189765458422103,39831,120.62,12.0,3963,0.0,0,2.5,1416.760009765625
169,2022-10-07,474500,486000,474000,482500,278082,0.009414225941422494,39831,121.75,12.11,3963,0.0,0,2.5,1408.449951171875
170,2022-10-11,482000,497500,477500,497500,482189,0.031088082901554515,39831,125.54,12.49,3963,0.0,0,2.5,1428.3499755859375
171,2022-10-12,497500,498000,475500,483000,372446,-0.029145728643216073,39831,121.88,12.13,3963,0.0,0,3.0,1430.800048828125
172,2022-10-13,484500,492500,476500,477000,305035,-0.012422360248447228,39831,120.36,11.98,3963,0.0,0,3.0,1423.9000244140625
173,2022-10-14,487000,489500,479000,483000,234212,0.012578616352201255,39831,121.88,12.13,3963,0.0,0,3.0,1430.300048828125
174,2022-10-17,479500,491500,477000,491500,234777,0.017598343685300222,39831,124.02,12.34,3963,0.0,0,3.0,1440.760009765625
175,2022-10-18,497000,499500,481500,489000,338046,-0.0050864699898270915,39831,123.39,12.28,3963,0.0,0,3.0,1430.1500244140625
176,2022-10-19,491000,500000,489500,497500,347663,0.017382413087934534,39831,125.54,12.49,3963,0.0,0,3.0,1425.02001953125
177,2022-10-20,499000,500000,484500,495000,301938,-0.005025125628140725,39831,124.91,12.43,3963,0.0,0,3.0,1435.010009765625
178,2022-10-21,491000,499000,489000,499000,211677,0.008080808080808133,39831,125.91,12.53,3963,0.0,0,3.0,1430.31005859375
179,2022-10-24,504000,510000,500000,509000,346950,0.02004008016032066,39831,128.44,12.78,3963,0.0,0,3.0,1428.1099853515625
180,2022-10-25,510000,526000,509000,511000,473847,0.003929273084479323,39831,128.94,12.83,3963,0.0,0,3.0,1443.9599609375
181,2022-10-26,517000,530000,514000,529000,445935,0.03522504892367917,39831,133.48,13.28,3963,0.0,0,3.0,1426.9300537109375
182,2022-10-27,535000,545000,532000,540000,370279,0.020793950850661602,39831,136.26,13.56,3963,0.0,0,3.0,1412.68994140625
183,2022-10-28,540000,549000,530000,532000,381489,-0.014814814814814836,39831,134.24,13.36,3963,0.0,0,3.0,1420.6500244140625
184,2022-10-31,539000,542000,516000,528000,627381,-0.007518796992481258,39831,133.23,13.26,3963,0.0,0,3.0,1421.6500244140625
185,2022-11-01,534000,563000,533000,563000,516467,0.0662878787878789,39831,142.06,14.13,3963,0.0,0,3.0,1424.6700439453125
186,2022-11-02,564000,585000,560000,569000,587884,0.010657193605683846,39831,143.58,14.29,3963,0.0,0,3.0,1416.5999755859375
187,2022-11-03,560000,593000,557000,589000,423465,0.03514938488576447,39831,148.62,14.79,3963,0.0,0,3.0,1423.0999755859375
188,2022-11-04,590000,598000,583000,592000,363743,0.005093378607809784,39831,149.38,14.86,3963,0.0,0,3.0,1423.6500244140625
189,2022-11-07,591000,596000,581000,587000,260646,-0.008445945945945943,39831,148.12,14.74,3963,0.0,0,3.0,1402.1099853515625
